accuracy,precision,recall,specificity,f1,iou,dice,TP,FP,FN,TN,roc_auc,avg_precision
0.886544,0.813123,0.734259,0.940362,0.771681,0.628242,0.771681,20293019,4663866,7344389,73539366,0.940979,0.86031
